,country,points,price,variety,province,winery
104796,US,87,23.0,Chardonnay,California,Gallo of Sonoma
104797,US,87,10.0,Syrah,California,Glass Mountain
104798,US,87,16.0,Chardonnay,Washington,Gordon Brothers
104799,US,93,60.0,Syrah,Washington,Sheridan Vineyard
104800,US,93,48.0,Pinot Noir,California,Suacci Carciere Wines
104801,US,93,60.0,Merlot,California,Keenan
104802,France,93,101.0,Chardonnay,Burgundy,Xavier Monnot
104803,US,92,32.0,Red Blend,Washington,Fielding Hills
104804,US,92,38.0,Syrah,California,Brosseau
104805,US,92,28.0,Pinot Noir,California,Byron
104806,France,92,115.0,Chardonnay,Burgundy,Chanson Père et Fils
104807,France,92,35.0,Chardonnay,Burgundy,La Chablisienne
104809,US,92,60.0,Cabernet Sauvignon,Washington,Sheridan Vineyard
104810,US,92,85.0,Cabernet Sauvignon,California,Silverado
104811,France,92,37.0,Chardonnay,Burgundy,Simonnet-Febvre
104812,US,92,35.0,Red Blend,Washington,Soos Creek
104813,US,92,40.0,Red Blend,Washington,Soos Creek
104814,US,92,24.0,Chardonnay,California,Stuhlmuller Vineyards
104815,US,92,48.0,Cabernet Sauvignon,California,JR Wine
104816,France,92,48.0,Chardonnay,Burgundy,Domaine Christian Moreau Père et Fils
104818,US,92,25.0,Chardonnay,California,Gainey
104819,US,92,32.0,Chardonnay,California,Buena Vista
104820,US,92,27.0,Chardonnay,California,Byron
104822,US,92,50.0,Pinot Noir,California,Harrington
104824,US,92,39.0,Pinot Noir,California,Byron
104825,Italy,92,30.0,Red Blend,Tuscany,Cantine Gini
104826,France,92,78.0,Chardonnay,Burgundy,Olivier Leflaive
104827,Italy,92,55.0,Syrah,Sicily & Sardinia,Principi di Spadafora
104828,US,90,48.0,Pinot Noir,California,Sojourn
104829,Chile,90,32.0,Cabernet Sauvignon,Maipo Valley,Indomita
104830,US,90,32.0,Cabernet Sauvignon,Washington,Alexandria Nicole
104835,US,90,54.0,Pinot Noir,California,Clos Pepe
104837,US,90,14.0,Riesling,California,Firestone
104838,US,89,30.0,Cabernet Sauvignon,California,Kenwood
104841,US,89,60.0,Cabernet Sauvignon,New York,Paumanok
104842,US,89,22.0,Riesling,New York,Paumanok
104843,Chile,89,40.0,Cabernet Sauvignon,Maipo Valley,Echeverria
104844,Chile,89,18.0,Cabernet Sauvignon,Colchagua Valley,El Huique
104845,US,89,45.0,Cabernet Sauvignon,Washington,Seven Hills
104847,US,89,21.0,Syrah,Washington,Two Vintners
104849,US,89,18.0,Riesling,New York,Anthony Nappa
104850,US,89,40.0,Chardonnay,California,Bernardus
104851,US,89,55.0,Cabernet Sauvignon,California,Ispiri
104855,France,94,70.0,Sauvignon Blanc,Loire Valley,Domaine Vacheron
104860,US,94,55.0,Pinot Noir,California,Paul Hobbs
104863,US,93,52.0,Pinot Noir,California,Stephen Ross
104864,US,93,45.0,Chardonnay,California,Testarossa
104869,France,93,70.0,Sauvignon Blanc,Loire Valley,Domaine Vacheron
104870,US,93,55.0,Pinot Noir,California,Ferrari-Carano
104871,US,93,34.0,Pinot Noir,California,Ferrari-Carano
104874,Argentina,87,17.0,Cabernet Sauvignon,Mendoza Province,Piattelli
104876,Germany,87,20.0,Riesling,Mosel,Max Ferd. Richter
104880,US,87,52.0,Pinot Noir,California,Keller Estate
104883,US,87,18.0,Sauvignon Blanc,California,Heritance
104884,Germany,87,23.0,Rosé,Mosel,HPSepicurean
104885,US,87,24.0,Red Blend,California,Jigar
104887,Argentina,87,15.0,Cabernet Sauvignon,Mendoza Province,Zuccardi
104888,Germany,87,16.0,Riesling,Mosel,Von Schleinitz
104889,US,87,48.0,Pinot Noir,Oregon,Winderlea
104890,US,87,20.0,Syrah,California,Gustafson Family
104891,US,87,20.0,Chardonnay,California,Inception
104893,Germany,87,21.0,Riesling,Nahe,Mathern
104898,Argentina,87,27.0,Red Blend,Mendoza Province,Bodega Renacer
104903,US,87,18.0,Red Blend,California,Martin Ray
104905,US,87,33.0,Pinot Noir,Oregon,Methven Family Vineyards
104909,US,87,12.0,Pinot Noir,California,Parducci
104914,US,87,45.0,Cabernet Sauvignon,California,Rued
104916,US,87,10.0,Chardonnay,California,Salvatore Principe
104921,Argentina,87,15.0,Cabernet Sauvignon,Mendoza Province,Cueva de las Manos
104922,US,87,18.0,Chardonnay,California,Decoy
104925,US,87,42.0,Cabernet Sauvignon,California,Frog's Leap
104926,Argentina,87,20.0,Pinot Noir,Other,Verum
104932,US,86,28.0,Syrah,California,Burgess
104934,Italy,86,13.0,Rosé,Central Italy,Valle Reale
104936,US,86,25.0,Merlot,California,Ferrari-Carano
104937,France,86,15.0,Chardonnay,Languedoc-Roussillon,Gérard Bertrand
104939,Chile,86,12.0,Riesling,Central Valley,Meli
104940,Chile,86,13.0,Pinot Noir,Casablanca Valley,Morandé
104941,US,86,18.0,Sauvignon Blanc,California,Page Mill Winery
104943,France,86,9.0,Rosé,Southwest France,Producteurs Plaimont
104944,US,86,38.0,Syrah,California,Qualia
104946,US,86,40.0,Pinot Noir,California,Talisman
104947,US,86,25.0,Cabernet Sauvignon,California,Tyler Florence
104949,US,86,65.0,Syrah,California,Adelaida
104951,Chile,86,13.0,Rosé,Colchagua Valley,Calcu
104952,US,88,20.0,Chardonnay,California,Summerland
104953,US,88,25.0,Cabernet Sauvignon,California,Summerland
104954,US,88,18.0,Riesling,Washington,Swiftwater Cellars
104957,US,88,48.0,Cabernet Sauvignon,California,Bonneau
104960,France,88,40.0,Bordeaux-style Red Blend,Bordeaux,Château des Landes
104961,US,88,85.0,Cabernet Sauvignon,California,Hunnicutt
104962,US,88,15.0,Chardonnay,New York,Lieb
104964,France,88,19.0,Riesling,Alsace,Domaine Charles Baur
104965,France,88,14.0,Riesling,Alsace,Domaine Jean Sipp
104966,US,88,25.0,Rosé,California,Dunstan
104967,US,88,17.0,Sauvignon Blanc,California,First Press
104968,France,88,50.0,Pinot Noir,Alsace,René Muré
104969,US,88,25.0,Syrah,California,Rock Wren
104970,US,88,35.0,Syrah,California,V. Sattui
104971,US,88,15.0,Red Blend,Washington,Apex
104972,US,88,19.0,Syrah,Washington,Boomtown
104973,Chile,88,15.0,Cabernet Sauvignon,Maipo Valley,Santa Alicia
104974,US,88,22.0,Sauvignon Blanc,Washington,Sparkman
104975,US,94,60.0,Chardonnay,California,J. Rochioli
104978,France,94,105.0,Chardonnay,Burgundy,Domaine Luc et Lise Pavelot
104980,US,94,125.0,Bordeaux-style Red Blend,California,Blackbird Vineyards
104982,US,94,60.0,Pinot Noir,California,Lynmar
104983,US,94,100.0,Cabernet Sauvignon,California,Communication Block
104984,France,94,68.0,Pinot Noir,Burgundy,Domaine des Croix
104988,US,88,24.0,Syrah,Oregon,Agate Ridge
104990,US,88,55.0,Cabernet Sauvignon,California,Antica
104994,France,88,12.0,Riesling,Alsace,Cave de Beblenheim
104996,US,88,68.0,Bordeaux-style Red Blend,California,Keever
104997,France,88,37.0,Chardonnay,Burgundy,L. Tramier & Fils
105001,US,88,80.0,Cabernet Sauvignon,California,Mount Veeder
105014,US,92,75.0,Cabernet Sauvignon,California,Turnbull
105016,US,92,35.0,Pinot Noir,California,MacMurray Ranch
105017,US,92,49.0,Pinot Noir,California,MacPhail
105018,US,92,56.0,Pinot Noir,California,Matrix
105019,US,92,36.0,Pinot Noir,Oregon,Vista Hills
105020,US,92,60.0,Chardonnay,California,Williams Selyem
105023,Germany,92,57.0,Riesling,Mosel,Joh. Jos. Prüm
105024,US,92,65.0,Cabernet Sauvignon,California,Stuhlmuller Vineyards
105025,Argentina,92,115.0,Chardonnay,Mendoza Province,Bodega Catena Zapata
105029,US,92,28.0,Chardonnay,California,Corvalle
105032,US,92,80.0,Cabernet Sauvignon,California,Broman
105033,US,92,68.0,Cabernet Sauvignon,California,Caymus
105035,US,92,50.0,Pinot Noir,California,Davies
105037,France,91,26.0,Bordeaux-style Red Blend,Southwest France,Château Tour des Gendres
105040,Italy,91,36.0,Chardonnay,Northeastern Italy,Elena Walch
105041,Australia,87,11.0,Riesling,Victoria,Frisk
105042,Chile,87,13.0,Rosé,Colchagua Valley,Calcu
105046,Chile,87,22.0,Chardonnay,Limarí Valley,Concha y Toro
105053,US,87,13.0,Chardonnay,California,Kenwood
105055,US,87,55.0,Pinot Noir,California,Laird
105056,US,87,16.0,Cabernet Sauvignon,California,Maddalena
105058,US,87,19.0,Cabernet Sauvignon,Washington,Mercer
105059,US,87,40.0,Bordeaux-style Red Blend,Washington,Mercer
105061,France,87,50.0,Chardonnay,Burgundy,Nicolas Potel
105066,US,87,40.0,Pinot Noir,California,Sandler
105067,Chile,87,6.0,Chardonnay,Central Valley,Santa Rita
105068,France,87,21.0,Red Blend,Burgundy,Simonnet-Febvre
105072,US,89,20.0,Riesling,Washington,Poet's Leap
105077,US,89,24.0,Sauvignon Blanc,New York,Macari
105080,US,89,15.0,Chardonnay,California,Toad Hollow
105082,US,89,24.0,Red Blend,California,Vigilance
105085,US,89,20.0,Cabernet Sauvignon,Washington,Snoqualmie
105086,US,89,50.0,Bordeaux-style Red Blend,Washington,Spring Valley Vineyard
105087,US,89,22.0,Chardonnay,Washington,Swiftwater Cellars
105088,US,89,22.0,Bordeaux-style Red Blend,California,Buttonwood
105089,France,89,25.0,Chardonnay,Burgundy,Domaine Chenevières
105090,US,89,30.0,Riesling,New York,Fox Run
105091,France,89,39.0,Chardonnay,Burgundy,Olivier Leflaive
105093,France,89,28.0,Red Blend,France Other,Yves Leccia
105096,US,89,30.0,Chardonnay,New York,Atwater
105097,Italy,89,65.0,Red Blend,Veneto,Tedeschi
105098,France,89,20.0,Chardonnay,Burgundy,Vignerons de Buxy
105101,US,91,47.0,Pinot Noir,New York,Damiani
105102,US,91,48.0,Syrah,Washington,Dumas Station
105108,US,91,45.0,Chardonnay,California,Zepaltas
105109,US,91,42.0,Cabernet Sauvignon,Washington,Owen Roe
105111,US,91,30.0,Syrah,Washington,Syncline
105112,US,91,32.0,Bordeaux-style Red Blend,Washington,Baer
105113,US,91,39.0,Bordeaux-style Red Blend,Washington,Baer
105114,US,91,26.0,Syrah,California,Bianchi
105115,US,91,15.0,Pinot Noir,California,Block Nine
105116,US,91,50.0,Merlot,California,Brave & Maiden
105117,Chile,87,16.0,Merlot,Maule Valley,Finca Patagonia
105118,Italy,87,16.0,Red Blend,Tuscany,Marchesi de' Frescobaldi
105120,Italy,87,25.0,Red Blend,Tuscany,Poggio al Chiuso
105122,Chile,87,15.0,Red Blend,Central Valley,Odfjell
105123,Italy,87,24.0,Red Blend,Tuscany,Poggio Verrano
105125,Chile,87,24.0,Cabernet Sauvignon,Maule Valley,Alcance
105128,Italy,87,23.0,Red Blend,Tuscany,Brancaia
105129,Chile,87,13.0,Syrah,Cachapoal Valley,Santa Ema
105130,US,87,13.0,Chardonnay,Idaho,Sawtooth
105133,Italy,87,17.0,Red Blend,Tuscany,Suberli
105134,US,87,13.0,Chardonnay,California,Layer Cake
105135,US,87,33.0,Cabernet Sauvignon,Washington,Liberty Lake
105136,US,87,18.0,Cabernet Sauvignon,California,Malibu Rocky Oaks
105137,US,87,45.0,Chardonnay,California,Alyris
105138,US,87,19.0,Cabernet Sauvignon,Washington,Boomtown
105139,Italy,87,23.0,Red Blend,Tuscany,Brancaia
105140,Chile,87,17.0,Sauvignon Blanc,Leyda Valley,Valdivieso
105141,US,87,17.0,Bordeaux-style Red Blend,New York,Heron Hill
105142,Italy,87,19.0,Red Blend,Tuscany,Il Borro
105145,Italy,87,25.0,Chardonnay,Tuscany,Carpineto
105146,Italy,87,17.0,Red Blend,Tuscany,Castello d'Albola
105150,US,92,32.0,Pinot Noir,California,Poseidon
105153,US,92,70.0,Pinot Noir,California,Sanford
105155,US,92,65.0,Sauvignon Blanc,California,Shared Notes
105157,Austria,92,22.0,Sauvignon Blanc,Südsteiermark,Strauss
105159,US,92,30.0,Syrah,Washington,W.T. Vintners
105161,Austria,92,36.0,Riesling,Weinland Österreich,Weszeli
105162,US,92,48.0,Syrah,California,Zaca Mesa
105164,France,92,16.0,Rosé,Rhône Valley,Domaine Corne-Loup
105166,US,92,45.0,Chardonnay,Washington,Morell-Peña
105169,US,92,85.0,Syrah,Washington,Reynvaan Family Vineyards
105171,Austria,92,24.0,Riesling,Wachau,Tegernseerhof
105172,US,92,20.0,Rosé,California,Terre Rouge
105173,US,92,45.0,Pinot Noir,California,Tessier Winery
105174,US,92,35.0,Rosé,California,Kale
105176,US,92,42.0,Syrah,Washington,Lawrelin
105180,Italy,93,50.0,Red Blend,Central Italy,Lamborghini
105182,US,93,60.0,Red Blend,Washington,Matthews
105184,France,93,64.0,Chardonnay,Champagne,Pierre Gimonnet et Fils
105185,US,93,50.0,Cabernet Sauvignon,California,Arrowood
105187,US,93,28.0,Cabernet Sauvignon,Washington,Novelty Hill
105190,US,92,70.0,Cabernet Sauvignon,California,Robert Craig
105192,US,92,36.0,Chardonnay,Washington,Woodward Canyon
105194,US,92,65.0,Pinot Noir,California,Jayson
105195,US,92,42.0,Cabernet Sauvignon,Washington,Stevens
105196,US,92,32.0,Cabernet Sauvignon,Washington,Syzygy
105201,US,83,16.0,Pinot Noir,Oregon,High Pass
105202,US,83,9.0,Pinot Noir,Oregon,Duck Pond
105203,US,82,18.0,Pinot Noir,Oregon,Helvetia
105204,US,82,17.0,Pinot Noir,Oregon,Benton-Lane
105205,US,82,16.0,Pinot Noir,Oregon,Girardet
105207,US,81,14.0,Pinot Noir,Oregon,Hauer of the Dauen
105210,US,80,14.0,Pinot Noir,Oregon,Amity
105212,US,94,50.0,Merlot,Washington,Leonetti Cellar
105214,US,93,18.0,Chardonnay,California,Schug
105215,US,93,55.0,Syrah,Washington,Glen Fiona
105216,US,93,55.0,Cabernet Sauvignon,Washington,Leonetti Cellar
105218,France,92,85.0,Chardonnay,Burgundy,Domaine Laroche
105223,US,90,24.0,Riesling,Oregon,Lundeen
105225,US,90,80.0,Cabernet Sauvignon,California,Amici
105226,US,90,55.0,Pinot Noir,California,Armanino Family Cellars
105227,US,90,45.0,Chardonnay,Oregon,Blakeslee
105231,France,90,40.0,Red Blend,Southwest France,Domaine Rotier
105233,Germany,90,29.0,Riesling,Mosel,St. Urbans-Hof
105235,Chile,90,19.0,Pinot Noir,Casablanca Valley,Lomas del Valle
105236,US,90,32.0,Pinot Noir,California,Loring Wine Company
105237,Germany,90,20.0,Riesling,Mosel,Markus Molitor
105241,US,90,45.0,Cabernet Sauvignon,California,Occasio
105242,Italy,90,30.0,Red Blend,Tuscany,Ornellaia
105243,US,90,65.0,Red Blend,California,Patland
105246,US,90,20.0,Rosé,Oregon,Ponzi
105248,Chile,90,20.0,Red Blend,Colchagua Valley,Primus
105249,Germany,90,26.0,Riesling,Mosel,S.A. Prüm
105250,US,90,25.0,Chardonnay,California,Schug
105251,US,90,15.0,Red Blend,California,Tranzind
105252,US,88,34.0,Bordeaux-style Red Blend,Washington,Pondera
105253,US,88,45.0,Bordeaux-style Red Blend,Washington,Pondera
105256,US,88,16.0,Riesling,New York,Rooster Hill
105257,Italy,88,28.0,Red Blend,Tuscany,Tenuta Argentiera
105259,US,88,35.0,Chardonnay,California,Acacia
105261,France,88,29.0,Bordeaux-style Red Blend,Bordeaux,Bernard Magrez
105263,US,88,34.0,Syrah,Washington,Burnt Bridge
105266,US,88,24.0,Sauvignon Blanc,California,Rutherford Hill
105267,US,88,25.0,Chardonnay,California,Scott Family
105268,US,88,50.0,Red Blend,California,Sextant
105269,US,88,22.0,Pinot Noir,New York,Silver Thread
105270,US,88,28.0,Merlot,Washington,Tamarack Cellars
105273,France,88,25.0,Bordeaux-style Red Blend,Bordeaux,Château Grivière
105274,France,88,35.0,Bordeaux-style Red Blend,Bordeaux,Château Haut-Simard
105276,France,88,45.0,Bordeaux-style Red Blend,Bordeaux,Château la Louvière
105277,US,88,40.0,Cabernet Sauvignon,New York,Chateau Lafayette Reneau
105278,France,88,30.0,Bordeaux-style Red Blend,Bordeaux,Château Laffitte Laujac
105279,France,88,34.0,Bordeaux-style Red Blend,Bordeaux,Château Loudenne
105280,US,88,15.0,Syrah,Washington,Chateau Ste. Michelle
105281,France,88,20.0,Bordeaux-style Red Blend,Bordeaux,Château Trimoulet
105282,Argentina,85,11.0,Chardonnay,Mendoza Province,St. Lucas
105283,US,85,16.0,Red Blend,Washington,Thurston Wolfe
105290,Australia,85,15.0,Chardonnay,South Australia,Yangarra Estate Vineyard
105291,US,85,30.0,Pinot Noir,California,Bouchaine
105292,Argentina,85,27.0,Cabernet Sauvignon,Mendoza Province,Susana Balbo
105298,US,85,12.0,Sauvignon Blanc,California,Clos du Bois
105300,US,85,22.0,Pinot Noir,California,C&T;
105301,US,87,18.0,Chardonnay,Washington,Chateau Ste. Michelle
105303,US,87,11.0,Chardonnay,Washington,Columbia Crest
105305,US,87,30.0,Merlot,California,Fernwood
105306,US,87,25.0,Merlot,Washington,Fidelitas
105307,US,87,50.0,Cabernet Sauvignon,California,Foxen
105308,US,87,20.0,Chardonnay,California,Frei Brothers
105309,US,87,28.0,Merlot,California,Rutherford Grove
105311,US,87,45.0,Pinot Noir,California,Sonnet
105312,US,87,36.0,Merlot,California,Swanson
105314,US,87,25.0,Chardonnay,Washington,Tsillan Cellars
105315,US,87,46.0,Pinot Noir,California,J. Jacaman
105317,US,87,26.0,Pinot Noir,California,Lafond
105319,Argentina,87,14.0,Cabernet Sauvignon,Mendoza Province,Alta Vista
105321,US,86,44.0,Cabernet Sauvignon,California,Cobblestone
105322,US,86,45.0,Cabernet Sauvignon,California,Cosentino
105323,US,86,40.0,Pinot Noir,California,Flying Goat Cellars
105325,US,91,39.0,Cabernet Sauvignon,Washington,Corvus
105326,US,91,46.0,Chardonnay,California,Daou
105327,US,91,76.0,Pinot Noir,California,Ram's Gate
105328,US,91,40.0,Syrah,California,Roar
105329,US,91,55.0,Cabernet Sauvignon,Washington,Script
105331,US,91,34.0,Chardonnay,California,Steven Kent
105333,US,91,21.0,Syrah,Washington,Two Vintners
105334,US,91,44.0,Chardonnay,Washington,Woodward Canyon
105335,US,91,65.0,Syrah,California,Brave & Maiden
105337,US,91,48.0,Red Blend,California,Lone Madrone
105339,Argentina,91,45.0,Syrah,Mendoza Province,Pascual Toso
105340,US,90,25.0,Pinot Noir,New York,Heron Hill
105345,US,88,65.0,Pinot Noir,California,Envolve
105346,France,87,17.0,Riesling,Alsace,Kuentz-Bas
105347,France,87,12.0,Rosé,Provence,Le Cercle des Vignerons Saint-Louis
105348,France,87,45.0,Pinot Noir,Burgundy,Louis Latour
105350,US,87,23.0,Cabernet Sauvignon,California,Prominence
105352,Chile,87,17.0,Sauvignon Blanc,Casablanca Valley,Quintay
105354,Chile,87,19.0,Pinot Noir,Casablanca Valley,Chilcas
105356,US,87,12.0,Chardonnay,Washington,Lone Birch
105357,Chile,87,12.0,Cabernet Sauvignon,Maipo Valley,Santa Alicia
105358,Chile,87,11.0,Merlot,Colchagua Valley,Santa Carolina
105359,Chile,87,12.0,Merlot,Maipo Valley,Viña Casablanca
105360,US,87,24.0,Pinot Noir,New York,Treleaven
105362,US,87,23.0,Sauvignon Blanc,California,Provenance Vineyards
105363,France,87,17.0,Rosé,Provence,Château la Gordonne
105367,Chile,87,40.0,Red Blend,Central Valley,Vistamar
105370,US,87,50.0,Pinot Noir,California,Napa Cellars
105373,US,87,60.0,Cabernet Sauvignon,California,Swanson
105374,US,87,35.0,Riesling,New York,Red Newt Cellars
105377,US,90,30.0,Chardonnay,California,Dry Creek Vineyard
105379,France,90,22.0,Riesling,Alsace,Emile Beyer
105381,US,90,40.0,Syrah,Washington,Fielding Hills
105382,France,90,25.0,Rosé,Languedoc-Roussillon,Gérard Bertrand
105384,US,89,55.0,Cabernet Sauvignon,Washington,Auclair
105385,US,89,108.0,Cabernet Sauvignon,California,B Cellars
105391,US,89,25.0,Riesling,New York,Casa Larga
105394,France,89,18.0,Red Blend,Southwest France,Château Laurou
105395,Chile,89,12.0,Syrah,Maule Valley,Chilcas
105396,US,89,40.0,Merlot,California,DeTierra Vineyards
105397,US,89,30.0,Chardonnay,Washington,Januik
105398,France,89,19.0,Riesling,Alsace,Joseph Cattin
105399,Chile,89,22.0,Pinot Noir,Leyda Valley,Leyda
105400,France,89,45.0,Riesling,Alsace,Domaine Bernhard & Reibel
105403,France,89,29.0,Riesling,Alsace,Domaine Pfister
105404,France,89,25.0,Riesling,Alsace,Domaine Schoffit
105405,US,90,79.0,Bordeaux-style Red Blend,California,Ellman Family
105406,US,90,65.0,Cabernet Sauvignon,California,Flying Horse
105407,US,90,49.0,Pinot Noir,California,Foursight
105409,US,90,18.0,Sauvignon Blanc,Washington,Apex
105412,Austria,90,63.0,Pinot Noir,Niederösterreich,Bründlmayer
105413,France,90,19.0,Riesling,Alsace,Hubert Meyer
105414,US,90,45.0,Syrah,Washington,K Vintners
105415,US,90,42.0,Cabernet Sauvignon,Washington,Kiona
105416,France,90,30.0,Pinot Noir,Alsace,Rieflé
105417,US,90,75.0,Cabernet Sauvignon,California,Rodney Strong
105419,US,90,35.0,Pinot Noir,California,The Gardener
105424,France,90,35.0,Pinot Noir,Alsace,Joseph Cattin
105425,US,90,20.0,Cabernet Sauvignon,California,Katherine Goldschmidt
105427,US,90,38.0,Syrah,California,Larner
105429,France,90,16.0,Red Blend,Provence,Mas de la Dame
105431,Austria,90,55.0,Red Blend,Carnuntum,Netzl
105433,US,90,15.0,Red Blend,Washington,O•S Winery
105434,US,90,46.0,Pinot Noir,California,Patz & Hall
105435,US,84,16.0,Sauvignon Blanc,California,Chatom Vineyards
105437,US,84,18.0,Cabernet Sauvignon,California,Geyser Peak
105438,US,84,29.0,Chardonnay,California,Hawkstone
105440,US,84,18.0,Rosé,California,Loomis
105441,US,84,12.0,Merlot,California,Pennywise
105442,US,84,18.0,Pinot Noir,California,Picket Fence
105443,US,84,25.0,Pinot Noir,California,Red Pony Ranch
105444,US,84,30.0,Chardonnay,California,Rock Wall
105446,Chile,84,12.0,Merlot,Maipo Valley,Odfjell
105448,US,84,28.0,Cabernet Sauvignon,California,Roth
105452,US,84,34.0,Riesling,California,Terra Valentine
105457,France,84,13.0,Merlot,Bordeaux,Château Sainte Barbe
105459,US,84,15.0,Chardonnay,California,Bargetto
105463,Spain,90,130.0,Red Blend,Levante,El Nido
105467,US,90,18.0,Sauvignon Blanc,California,Cuvaison
105468,US,90,20.0,Cabernet Sauvignon,California,District 7 Wines
105473,US,90,24.0,Sauvignon Blanc,California,Quivira
